"","Grade","School_Year","Assignment Type","Test 1 PR","Test 1 Benchmark Category","SGP (Expectation=50)","Gender","IEP_Status","504_Status","Low_Income_Status"
"365","9","2023-2024","Star Math",88,"At/Above Benchmark",55,"Female","0","0","0"
"366","9","2023-2024","Star Math",70,"At/Above Benchmark",18,"Female","0","0","0"
"367","9","2023-2024","Star Math",34,"On Watch",94,"Male","0","0","0"
"368","9","2023-2024","Star Math",87,"At/Above Benchmark",62,"Male","0","0","1"
"369","9","2023-2024","Star Math",51,"At/Above Benchmark",51,"Male","0","0","0"
"370","9","2023-2024","Star Math",31,"On Watch",61,"Male","0","0","0"
"371","9","2023-2024","Star Math",92,"At/Above Benchmark",74,"Male","0","0","0"
"372","9","2023-2024","Star Math",14,"Intervention",66,"Female","1","0","1"
"373","9","2023-2024","Star Math",76,"At/Above Benchmark",64,"Male","0","0","0"
"374","9","2023-2024","Star Math",13,"Intervention",90,"Male","1","0","0"
"375","9","2023-2024","Star Math",33,"On Watch",97,"Male","0","0","0"
"376","9","2023-2024","Star Math",38,"On Watch",60,"Female","0","0","0"
"377","9","2023-2024","Star Math",58,"At/Above Benchmark",36,"Male","1","0","0"
"378","9","2023-2024","Star Math",68,"At/Above Benchmark",65,"Male","0","0","0"
"379","9","2023-2024","Star Math",71,"At/Above Benchmark",62,"Female","0","0","0"
"380","9","2023-2024","Star Math",78,"At/Above Benchmark",44,"Male","0","1","0"
"381","9","2023-2024","Star Math",13,"Intervention",63,"Female","1","0","0"
"382","9","2023-2024","Star Math",60,"At/Above Benchmark",32,"Male","0","0","0"
"383","9","2023-2024","Star Math",17,"Intervention",58,"Male","0","0","0"
"384","9","2023-2024","Star Math",69,"At/Above Benchmark",99,"Female","0","1","0"
"385","9","2023-2024","Star Math",82,"At/Above Benchmark",30,"Male","0","1","0"
"386","9","2023-2024","Star Math",69,"At/Above Benchmark",99,"Female","0","0","0"
"387","9","2023-2024","Star Math",82,"At/Above Benchmark",22,"Male","0","1","1"
"388","9","2023-2024","Star Math",74,"At/Above Benchmark",89,"Male","0","0","0"
"389","9","2023-2024","Star Math",59,"At/Above Benchmark",45,"Male","0","0","1"
"390","9","2023-2024","Star Math",80,"At/Above Benchmark",10,"Female","0","0","0"
"391","9","2023-2024","Star Math",74,"At/Above Benchmark",99,"Male","0","1","0"
"392","9","2023-2024","Star Math",81,"At/Above Benchmark",65,"Female","1","0","0"
"393","9","2023-2024","Star Math",58,"At/Above Benchmark",78,"Male","0","0","0"
"394","9","2023-2024","Star Math",75,"At/Above Benchmark",2,"Male","0","0","1"
"395","9","2023-2024","Star Math",40,"At/Above Benchmark",42,"Female","0","0","0"
"396","9","2023-2024","Star Math",4,"Urgent Intervention",99,"Female","1","0","0"
"397","9","2023-2024","Star Math",54,"At/Above Benchmark",94,"Female","0","0","0"
"398","9","2023-2024","Star Math",84,"At/Above Benchmark",65,"Male","1","0","0"
"399","9","2023-2024","Star Math",38,"On Watch",99,"Female","0","0","1"
"400","9","2023-2024","Star Math",73,"At/Above Benchmark",40,"Female","0","0","1"
"401","9","2023-2024","Star Math",41,"At/Above Benchmark",67,"Male","1","0","0"
"402","9","2023-2024","Star Math",66,"At/Above Benchmark",79,"Male","1","0","0"
"403","9","2023-2024","Star Math",39,"On Watch",85,"Female","0","0","0"
"404","9","2023-2024","Star Math",51,"At/Above Benchmark",98,"Female","0","0","1"
"405","9","2023-2024","Star Math",74,"At/Above Benchmark",92,"Male","0","0","0"
"406","9","2023-2024","Star Math",1,"Urgent Intervention",56,"Male","1","0","1"
"407","9","2023-2024","Star Math",90,"At/Above Benchmark",71,"Female","0","0","0"
"408","9","2023-2024","Star Math",40,"At/Above Benchmark",80,"Female","0","0","0"
"409","9","2023-2024","Star Math",13,"Intervention",52,"Female","1","0","0"
"410","9","2023-2024","Star Math",67,"At/Above Benchmark",71,"Female","0","0","0"
"411","9","2023-2024","Star Math",16,"Intervention",93,"Female","0","0","0"
"412","9","2023-2024","Star Math",3,"Urgent Intervention",87,"Female","1","0","0"
"413","9","2023-2024","Star Math",11,"Intervention",58,"Male","1","0","1"
"414","9","2023-2024","Star Math",38,"On Watch",56,"Male","0","1","0"
"415","10","2023-2024","Star Math",65,"At/Above Benchmark",75,"Male","1","0","0"
"416","10","2023-2024","Star Math",32,"On Watch",94,"Male","0","0","1"
"417","10","2023-2024","Star Math",79,"At/Above Benchmark",72,"Male","0","0","0"
"418","10","2023-2024","Star Math",53,"At/Above Benchmark",89,"Male","0","0","0"
"419","10","2023-2024","Star Math",49,"At/Above Benchmark",61,"Male","0","0","0"
"420","10","2023-2024","Star Math",36,"On Watch",91,"Male","1","0","0"
"421","10","2023-2024","Star Math",72,"At/Above Benchmark",57,"Male","0","0","0"
"422","10","2023-2024","Star Math",78,"At/Above Benchmark",65,"Male","0","0","1"
"423","10","2023-2024","Star Math",63,"At/Above Benchmark",49,"Female","0","0","0"
"424","10","2023-2024","Star Math",34,"On Watch",67,"Female","0","0","1"
"425","10","2023-2024","Star Math",90,"At/Above Benchmark",66,"Male","0","1","0"
"426","10","2023-2024","Star Math",84,"At/Above Benchmark",14,"Female","0","0","1"
"427","10","2023-2024","Star Math",49,"At/Above Benchmark",63,"Female","1","0","1"
"428","10","2023-2024","Star Math",87,"At/Above Benchmark",76,"Female","0","0","1"
"429","10","2023-2024","Star Math",76,"At/Above Benchmark",13,"Female","0","0","0"
"430","10","2023-2024","Star Math",84,"At/Above Benchmark",76,"Male","0","0","1"
"431","10","2023-2024","Star Math",33,"On Watch",6,"Female","0","0","0"
"432","10","2023-2024","Star Math",24,"Intervention",98,"Female","1","0","0"
"433","10","2023-2024","Star Math",49,"At/Above Benchmark",56,"Female","0","0","0"
"434","10","2023-2024","Star Math",37,"On Watch",61,"Female","0","0","0"
"435","10","2023-2024","Star Math",43,"At/Above Benchmark",56,"Male","0","0","0"
"436","10","2023-2024","Star Math",78,"At/Above Benchmark",14,"Female","0","0","0"
"437","10","2023-2024","Star Math",88,"At/Above Benchmark",94,"Male","0","0","0"
"438","10","2023-2024","Star Math",23,"Intervention",19,"Male","1","0","0"
"439","10","2023-2024","Star Math",64,"At/Above Benchmark",28,"Male","0","0","0"
"440","10","2023-2024","Star Math",74,"At/Above Benchmark",33,"Female","0","0","0"
"441","10","2023-2024","Star Math",66,"At/Above Benchmark",69,"Male","0","1","0"
"442","10","2023-2024","Star Math",78,"At/Above Benchmark",55,"Female","0","0","0"
"443","10","2023-2024","Star Math",81,"At/Above Benchmark",66,"Female","0","1","1"
"444","10","2023-2024","Star Math",84,"At/Above Benchmark",93,"Male","0","0","0"
"445","10","2023-2024","Star Math",69,"At/Above Benchmark",77,"Female","0","0","0"
"446","10","2023-2024","Star Math",79,"At/Above Benchmark",44,"Male","0","1","0"
"447","10","2023-2024","Star Math",76,"At/Above Benchmark",79,"Male","0","0","1"
"448","10","2023-2024","Star Math",35,"On Watch",11,"Male","0","0","0"
"449","10","2023-2024","Star Math",94,"At/Above Benchmark",45,"Male","0","0","0"
"450","10","2023-2024","Star Math",77,"At/Above Benchmark",78,"Female","0","0","1"
"451","10","2023-2024","Star Math",81,"At/Above Benchmark",66,"Female","0","0","0"
"452","10","2023-2024","Star Math",92,"At/Above Benchmark",36,"Female","0","0","0"
"453","10","2023-2024","Star Math",47,"At/Above Benchmark",75,"Female","0","0","0"
"454","10","2023-2024","Star Math",32,"On Watch",75,"Female","0","0","1"
"455","10","2023-2024","Star Math",24,"Intervention",17,"Male","1","0","1"
"456","10","2023-2024","Star Math",84,"At/Above Benchmark",81,"Non-Binary","0","1","0"
"457","10","2023-2024","Star Math",55,"At/Above Benchmark",98,"Female","0","1","0"
"458","10","2023-2024","Star Math",21,"Intervention",94,"Male","0","0","0"
"459","10","2023-2024","Star Math",6,"Urgent Intervention",77,"Male","1","0","0"
"460","10","2023-2024","Star Math",85,"At/Above Benchmark",61,"Male","0","0","0"
"461","10","2023-2024","Star Math",19,"Intervention",14,"Male","1","0","0"
"462","10","2023-2024","Star Math",17,"Intervention",39,"Female","1","0","1"
"463","10","2023-2024","Star Math",51,"At/Above Benchmark",29,"Female","1","0","0"
"464","10","2023-2024","Star Math",83,"At/Above Benchmark",96,"Female","0","0","0"
"465","10","2023-2024","Star Math",81,"At/Above Benchmark",92,"Female","0","0","1"
"466","10","2023-2024","Star Math",88,"At/Above Benchmark",30,"Male","0","0","0"
"467","10","2023-2024","Star Math",84,"At/Above Benchmark",78,"Female","0","1","0"
"468","10","2023-2024","Star Math",1,"Urgent Intervention",76,"Female","1","0","0"
"469","10","2023-2024","Star Math",15,"Intervention",75,"Male","0","0","0"
"470","10","2023-2024","Star Math",11,"Intervention",79,"Male","1","0","0"
"471","10","2023-2024","Star Math",43,"At/Above Benchmark",84,"Female","1","0","0"
"472","10","2023-2024","Star Math",35,"On Watch",85,"Female","0","1","0"
"473","10","2023-2024","Star Math",47,"At/Above Benchmark",34,"Female","0","0","0"
"474","10","2023-2024","Star Math",96,"At/Above Benchmark",90,"Male","0","0","0"
"475","10","2023-2024","Star Math",64,"At/Above Benchmark",4,"Female","1","0","0"
"476","5","2023-2024","Star Reading",98,"At/Above Benchmark",46,"Male","0","0","0"
"477","5","2023-2024","Star Reading",64,"At/Above Benchmark",12,"Female","0","0","1"
"478","5","2023-2024","Star Reading",98,"At/Above Benchmark",4,"Female","0","1","0"
"479","5","2023-2024","Star Reading",72,"At/Above Benchmark",42,"Female","0","0","0"
"480","5","2023-2024","Star Reading",84,"At/Above Benchmark",71,"Female","0","0","0"
"481","5","2023-2024","Star Reading",47,"At/Above Benchmark",94,"Female","1","0","0"
"482","5","2023-2024","Star Reading",42,"At/Above Benchmark",82,"Female","1","0","1"
"483","5","2023-2024","Star Reading",58,"At/Above Benchmark",47,"Female","0","0","0"
"484","5","2023-2024","Star Reading",65,"At/Above Benchmark",95,"Female","1","0","0"
"485","5","2023-2024","Star Reading",36,"On Watch",19,"Male","0","1","0"
"486","5","2023-2024","Star Reading",69,"At/Above Benchmark",72,"Male","0","0","0"
"487","5","2023-2024","Star Reading",90,"At/Above Benchmark",42,"Male","0","0","0"
"488","5","2023-2024","Star Reading",73,"At/Above Benchmark",93,"Male","0","0","0"
"489","5","2023-2024","Star Reading",80,"At/Above Benchmark",23,"Male","0","0","1"
"490","5","2023-2024","Star Reading",16,"Intervention",78,"Male","1","0","0"
"491","5","2023-2024","Star Reading",56,"At/Above Benchmark",42,"Female","0","0","0"
"492","5","2023-2024","Star Reading",1,"Urgent Intervention",20,"Male","1","0","1"
"493","5","2023-2024","Star Reading",63,"At/Above Benchmark",94,"Male","0","1","0"
"494","5","2023-2024","Star Reading",36,"On Watch",77,"Female","0","0","0"
"495","5","2023-2024","Star Reading",75,"At/Above Benchmark",79,"Female","0","1","0"
"496","5","2023-2024","Star Reading",35,"On Watch",20,"Male","0","0","0"
"497","5","2023-2024","Star Reading",87,"At/Above Benchmark",6,"Male","0","0","1"
"498","5","2023-2024","Star Reading",4,"Urgent Intervention",95,"Female","1","0","0"
"499","5","2023-2024","Star Reading",46,"At/Above Benchmark",70,"Male","0","0","0"
"500","5","2023-2024","Star Reading",1,"Urgent Intervention",86,"Female","1","0","0"
"501","5","2023-2024","Star Reading",45,"At/Above Benchmark",50,"Male","0","1","1"
"502","5","2023-2024","Star Reading",67,"At/Above Benchmark",55,"Female","0","0","0"
"503","5","2023-2024","Star Reading",78,"At/Above Benchmark",92,"Male","0","0","1"
"504","5","2023-2024","Star Reading",85,"At/Above Benchmark",22,"Male","0","0","0"
"505","5","2023-2024","Star Reading",24,"Intervention",59,"Female","0","0","0"
"506","5","2023-2024","Star Reading",30,"On Watch",25,"Female","0","0","1"
"507","5","2023-2024","Star Reading",78,"At/Above Benchmark",37,"Female","0","0","0"
"508","5","2023-2024","Star Reading",99,"At/Above Benchmark",41,"Female","0","0","0"
"509","5","2023-2024","Star Reading",75,"At/Above Benchmark",43,"Female","0","0","0"
"510","5","2023-2024","Star Reading",68,"At/Above Benchmark",74,"Male","0","0","1"
"511","5","2023-2024","Star Reading",81,"At/Above Benchmark",88,"Female","0","0","1"
"512","5","2023-2024","Star Reading",32,"On Watch",40,"Female","0","0","1"
"513","5","2023-2024","Star Reading",81,"At/Above Benchmark",67,"Female","0","0","0"
"514","5","2023-2024","Star Reading",68,"At/Above Benchmark",39,"Male","0","0","1"
"515","5","2023-2024","Star Reading",66,"At/Above Benchmark",46,"Male","1","0","0"
"516","5","2023-2024","Star Reading",65,"At/Above Benchmark",66,"Male","1","0","0"
"517","5","2023-2024","Star Reading",58,"At/Above Benchmark",22,"Female","1","0","0"
"518","5","2023-2024","Star Reading",41,"At/Above Benchmark",31,"Male","1","0","0"
"519","5","2023-2024","Star Reading",40,"At/Above Benchmark",70,"Male","0","0","1"
"520","5","2023-2024","Star Reading",31,"On Watch",45,"Male","0","1","0"
"521","5","2023-2024","Star Reading",75,"At/Above Benchmark",82,"Female","0","0","0"
"522","5","2023-2024","Star Reading",92,"At/Above Benchmark",69,"Male","0","0","0"
"523","5","2023-2024","Star Reading",33,"On Watch",10,"Female","0","0","1"
"524","5","2023-2024","Star Reading",29,"On Watch",7,"Female","1","0","1"
"525","5","2023-2024","Star Reading",38,"On Watch",17,"Male","1","0","1"
"526","5","2023-2024","Star Reading",35,"On Watch",85,"Female","0","0","0"
"527","5","2023-2024","Star Reading",5,"Urgent Intervention",71,"Female","0","0","0"
"528","5","2023-2024","Star Reading",86,"At/Above Benchmark",61,"Male","0","0","0"
"529","5","2023-2024","Star Reading",69,"At/Above Benchmark",96,"Female","0","0","0"
"530","5","2023-2024","Star Reading",14,"Intervention",92,"Male","1","0","0"
"531","5","2023-2024","Star Reading",7,"Urgent Intervention",63,"Male","1","0","0"
"532","5","2023-2024","Star Reading",86,"At/Above Benchmark",65,"Male","0","0","1"
"533","5","2023-2024","Star Reading",17,"Intervention",90,"Female","1","0","0"
"534","5","2023-2024","Star Reading",32,"On Watch",93,"Female","0","0","1"
"535","5","2023-2024","Star Reading",53,"At/Above Benchmark",17,"Female","1","0","1"
"536","5","2023-2024","Star Reading",22,"Intervention",31,"Female","0","0","0"
"537","5","2023-2024","Star Reading",64,"At/Above Benchmark",89,"Male","0","1","0"
"538","5","2023-2024","Star Reading",66,"At/Above Benchmark",47,"Female","0","0","0"
"539","5","2023-2024","Star Reading",40,"At/Above Benchmark",8,"Female","0","0","0"
"540","5","2023-2024","Star Reading",17,"Intervention",31,"Female","0","0","1"
"541","5","2023-2024","Star Reading",60,"At/Above Benchmark",45,"Male","0","0","0"
"542","5","2023-2024","Star Reading",69,"At/Above Benchmark",48,"Female","0","1","0"
"543","5","2023-2024","Star Reading",2,"Urgent Intervention",84,"Female","1","0","1"
"544","5","2023-2024","Star Reading",92,"At/Above Benchmark",80,"Female","0","0","0"
"545","5","2023-2024","Star Reading",26,"On Watch",73,"Male","1","0","0"
"546","5","2023-2024","Star Reading",41,"At/Above Benchmark",82,"Female","0","0","1"
"547","5","2023-2024","Star Reading",94,"At/Above Benchmark",35,"Female","0","0","0"
"548","5","2023-2024","Star Reading",63,"At/Above Benchmark",71,"Male","0","0","0"
"549","5","2023-2024","Star Reading",60,"At/Above Benchmark",17,"Female","0","1","1"
"550","5","2023-2024","Star Reading",25,"On Watch",91,"Male","1","0","0"
"551","5","2023-2024","Star Reading",56,"At/Above Benchmark",68,"Female","0","0","0"
"552","5","2023-2024","Star Reading",29,"On Watch",94,"Male","0","1","0"
"553","5","2023-2024","Star Reading",38,"On Watch",80,"Male","0","0","0"
"554","5","2023-2024","Star Reading",21,"Intervention",94,"Female","0","0","0"
"555","5","2023-2024","Star Reading",32,"On Watch",12,"Female","1","0","0"
"556","5","2023-2024","Star Reading",25,"On Watch",23,"Female","1","0","1"
"557","5","2023-2024","Star Reading",68,"At/Above Benchmark",17,"Female","0","0","0"
"558","5","2023-2024","Star Reading",81,"At/Above Benchmark",85,"Male","0","0","0"
"559","5","2023-2024","Star Reading",80,"At/Above Benchmark",84,"Female","0","0","0"
"560","5","2023-2024","Star Reading",33,"On Watch",61,"Female","0","0","1"
"561","6","2023-2024","Star Reading",46,"At/Above Benchmark",28,"Male","1","0","0"
"562","6","2023-2024","Star Reading",14,"Intervention",37,"Female","1","0","1"
"563","6","2023-2024","Star Reading",22,"Intervention",75,"Female","0","0","1"
"564","6","2023-2024","Star Reading",31,"On Watch",82,"Male","1","0","1"
"565","6","2023-2024","Star Reading",83,"At/Above Benchmark",12,"Male","1","1","0"
"566","6","2023-2024","Star Reading",62,"At/Above Benchmark",22,"Male","0","1","1"
"567","6","2023-2024","Star Reading",77,"At/Above Benchmark",30,"Female","0","0","0"
"568","6","2023-2024","Star Reading",59,"At/Above Benchmark",88,"Male","0","0","0"
"569","6","2023-2024","Star Reading",42,"At/Above Benchmark",34,"Female","1","0","0"
"570","6","2023-2024","Star Reading",82,"At/Above Benchmark",99,"Non-Binary","1","0","0"
"571","6","2023-2024","Star Reading",22,"Intervention",23,"Male","1","0","0"
"572","6","2023-2024","Star Reading",33,"On Watch",55,"Female","1","0","0"
"573","6","2023-2024","Star Reading",61,"At/Above Benchmark",62,"Female","0","0","0"
"574","6","2023-2024","Star Reading",32,"On Watch",98,"Female","0","0","0"
"575","6","2023-2024","Star Reading",7,"Urgent Intervention",87,"Male","1","0","1"
"576","6","2023-2024","Star Reading",65,"At/Above Benchmark",33,"Male","1","0","0"
"577","6","2023-2024","Star Reading",9,"Urgent Intervention",88,"Male","1","0","0"
"578","6","2023-2024","Star Reading",35,"On Watch",70,"Male","1","0","0"
"579","6","2023-2024","Star Reading",15,"Intervention",55,"Male","1","0","0"
"580","6","2023-2024","Star Reading",13,"Intervention",95,"Female","0","0","0"
"581","6","2023-2024","Star Reading",35,"On Watch",77,"Male","1","0","0"
"582","6","2023-2024","Star Reading",91,"At/Above Benchmark",92,"Male","0","0","1"
"583","6","2023-2024","Star Reading",12,"Intervention",48,"Female","1","0","0"
"584","6","2023-2024","Star Reading",39,"On Watch",74,"Female","1","0","0"
"585","6","2023-2024","Star Reading",64,"At/Above Benchmark",34,"Male","0","0","1"
"586","6","2023-2024","Star Reading",38,"On Watch",51,"Male","0","0","0"
"587","6","2023-2024","Star Reading",19,"Intervention",8,"Female","1","0","0"
"588","6","2023-2024","Star Reading",92,"At/Above Benchmark",12,"Male","1","0","0"
"589","6","2023-2024","Star Reading",67,"At/Above Benchmark",99,"Male","0","0","0"
"590","6","2023-2024","Star Reading",98,"At/Above Benchmark",38,"Male","0","0","0"
"591","6","2023-2024","Star Reading",67,"At/Above Benchmark",32,"Male","0","0","0"
"592","6","2023-2024","Star Reading",97,"At/Above Benchmark",40,"Female","0","0","0"
"593","6","2023-2024","Star Reading",77,"At/Above Benchmark",13,"Female","0","0","0"
"594","6","2023-2024","Star Reading",75,"At/Above Benchmark",41,"Female","0","0","0"
"595","6","2023-2024","Star Reading",93,"At/Above Benchmark",85,"Female","0","0","0"
"596","6","2023-2024","Star Reading",71,"At/Above Benchmark",87,"Female","0","0","0"
"597","6","2023-2024","Star Reading",72,"At/Above Benchmark",44,"Female","0","0","0"
"598","6","2023-2024","Star Reading",81,"At/Above Benchmark",54,"Male","0","0","0"
"599","6","2023-2024","Star Reading",91,"At/Above Benchmark",11,"Male","0","0","1"
"600","6","2023-2024","Star Reading",95,"At/Above Benchmark",69,"Male","0","0","0"
"601","6","2023-2024","Star Reading",88,"At/Above Benchmark",27,"Female","0","1","1"
"602","6","2023-2024","Star Reading",46,"At/Above Benchmark",6,"Female","0","1","0"
"603","6","2023-2024","Star Reading",25,"On Watch",98,"Female","0","0","0"
"604","6","2023-2024","Star Reading",62,"At/Above Benchmark",56,"Female","0","0","0"
"605","6","2023-2024","Star Reading",74,"At/Above Benchmark",89,"Female","0","0","0"
"606","6","2023-2024","Star Reading",51,"At/Above Benchmark",92,"Male","0","0","0"
"607","6","2023-2024","Star Reading",45,"At/Above Benchmark",66,"Female","0","0","0"
"608","6","2023-2024","Star Reading",85,"At/Above Benchmark",63,"Female","0","0","1"
"609","6","2023-2024","Star Reading",79,"At/Above Benchmark",73,"Female","0","0","0"
"610","6","2023-2024","Star Reading",38,"On Watch",33,"Female","0","0","0"
"611","6","2023-2024","Star Reading",90,"At/Above Benchmark",99,"Female","0","0","0"
"612","6","2023-2024","Star Reading",87,"At/Above Benchmark",97,"Male","0","0","0"
"613","6","2023-2024","Star Reading",88,"At/Above Benchmark",88,"Male","0","0","0"
"614","6","2023-2024","Star Reading",46,"At/Above Benchmark",99,"Male","0","0","1"
"615","6","2023-2024","Star Reading",85,"At/Above Benchmark",75,"Male","0","1","0"
"616","6","2023-2024","Star Reading",68,"At/Above Benchmark",86,"Female","0","0","0"
"617","6","2023-2024","Star Reading",49,"At/Above Benchmark",84,"Male","0","1","1"
"618","6","2023-2024","Star Reading",82,"At/Above Benchmark",53,"Male","0","0","0"
"619","6","2023-2024","Star Reading",38,"On Watch",10,"Female","0","0","0"
"620","6","2023-2024","Star Reading",97,"At/Above Benchmark",24,"Female","0","0","0"
"621","6","2023-2024","Star Reading",13,"Intervention",82,"Female","0","0","0"
"622","6","2023-2024","Star Reading",60,"At/Above Benchmark",19,"Female","0","1","1"
"623","6","2023-2024","Star Reading",41,"At/Above Benchmark",49,"Female","0","0","0"
"624","6","2023-2024","Star Reading",67,"At/Above Benchmark",25,"Female","0","0","1"
"625","6","2023-2024","Star Reading",86,"At/Above Benchmark",84,"Female","0","0","0"
"626","6","2023-2024","Star Reading",35,"On Watch",46,"Female","0","0","0"
"627","6","2023-2024","Star Reading",37,"On Watch",77,"Male","0","0","1"
"628","6","2023-2024","Star Reading",26,"On Watch",79,"Female","0","0","1"
"629","6","2023-2024","Star Reading",46,"At/Above Benchmark",81,"Male","1","0","1"
"630","6","2023-2024","Star Reading",21,"Intervention",95,"Female","0","0","1"
"631","6","2023-2024","Star Reading",43,"At/Above Benchmark",67,"Male","0","0","0"
"632","6","2023-2024","Star Reading",73,"At/Above Benchmark",15,"Female","0","0","0"
"633","6","2023-2024","Star Reading",98,"At/Above Benchmark",23,"Female","0","0","0"
"634","6","2023-2024","Star Reading",38,"On Watch",97,"Female","0","0","0"
"635","6","2023-2024","Star Reading",94,"At/Above Benchmark",18,"Male","1","0","0"
"636","6","2023-2024","Star Reading",54,"At/Above Benchmark",93,"Male","0","0","1"
"637","6","2023-2024","Star Reading",55,"At/Above Benchmark",68,"Male","0","0","0"
"638","6","2023-2024","Star Reading",50,"At/Above Benchmark",81,"Female","0","0","0"
"639","6","2023-2024","Star Reading",17,"Intervention",90,"Male","0","0","0"
"640","6","2023-2024","Star Reading",64,"At/Above Benchmark",39,"Female","0","0","0"
"641","6","2023-2024","Star Reading",60,"At/Above Benchmark",60,"Female","0","0","0"
"642","6","2023-2024","Star Reading",88,"At/Above Benchmark",9,"Female","0","0","1"
"643","6","2023-2024","Star Reading",14,"Intervention",83,"Male","0","0","0"
"644","6","2023-2024","Star Reading",27,"On Watch",56,"Female","1","0","0"
"645","6","2023-2024","Star Reading",63,"At/Above Benchmark",40,"Female","0","1","1"
"646","7","2023-2024","Star Reading",59,"At/Above Benchmark",78,"Female","0","0","0"
"647","7","2023-2024","Star Reading",51,"At/Above Benchmark",23,"Male","0","0","0"
"648","7","2023-2024","Star Reading",49,"At/Above Benchmark",79,"Female","0","0","0"
"649","7","2023-2024","Star Reading",52,"At/Above Benchmark",44,"Female","1","0","0"
"650","7","2023-2024","Star Reading",85,"At/Above Benchmark",46,"Male","0","0","0"
"651","7","2023-2024","Star Reading",51,"At/Above Benchmark",54,"Male","0","0","0"
"652","7","2023-2024","Star Reading",90,"At/Above Benchmark",21,"Female","0","1","1"
"653","7","2023-2024","Star Reading",8,"Urgent Intervention",97,"Male","1","0","1"
"654","7","2023-2024","Star Reading",49,"At/Above Benchmark",82,"Male","1","0","1"
"655","7","2023-2024","Star Reading",70,"At/Above Benchmark",43,"Female","0","0","1"
"656","7","2023-2024","Star Reading",88,"At/Above Benchmark",57,"Male","0","0","0"
"657","7","2023-2024","Star Reading",26,"On Watch",7,"Female","1","0","0"
"658","7","2023-2024","Star Reading",34,"On Watch",1,"Male","1","0","0"
"659","7","2023-2024","Star Reading",43,"At/Above Benchmark",10,"Female","0","0","0"
"660","7","2023-2024","Star Reading",30,"On Watch",12,"Female","1","0","0"
"661","7","2023-2024","Star Reading",94,"At/Above Benchmark",42,"Female","0","0","0"
"662","7","2023-2024","Star Reading",69,"At/Above Benchmark",99,"Female","0","0","1"
"663","7","2023-2024","Star Reading",87,"At/Above Benchmark",21,"Female","0","0","0"
"664","7","2023-2024","Star Reading",51,"At/Above Benchmark",10,"Female","0","0","0"
"665","7","2023-2024","Star Reading",98,"At/Above Benchmark",27,"Male","0","0","0"
"666","7","2023-2024","Star Reading",65,"At/Above Benchmark",73,"Male","0","0","1"
"667","7","2023-2024","Star Reading",39,"On Watch",84,"Female","0","0","0"
"668","7","2023-2024","Star Reading",98,"At/Above Benchmark",15,"Female","0","0","0"
"669","7","2023-2024","Star Reading",49,"At/Above Benchmark",95,"Male","0","0","0"
"670","7","2023-2024","Star Reading",57,"At/Above Benchmark",3,"Male","0","0","0"
"671","7","2023-2024","Star Reading",55,"At/Above Benchmark",85,"Female","0","1","0"
"672","7","2023-2024","Star Reading",19,"Intervention",54,"Male","1","0","1"
"673","7","2023-2024","Star Reading",22,"Intervention",82,"Female","0","0","1"
"674","7","2023-2024","Star Reading",99,"At/Above Benchmark",21,"Male","0","1","1"
"675","7","2023-2024","Star Reading",59,"At/Above Benchmark",49,"Female","0","0","0"
"676","7","2023-2024","Star Reading",64,"At/Above Benchmark",83,"Female","0","0","0"
"677","7","2023-2024","Star Reading",54,"At/Above Benchmark",87,"Female","0","0","1"
"678","7","2023-2024","Star Reading",20,"Intervention",43,"Female","1","0","0"
"679","7","2023-2024","Star Reading",43,"At/Above Benchmark",32,"Female","1","0","0"
"680","7","2023-2024","Star Reading",31,"On Watch",70,"Female","0","0","0"
"681","7","2023-2024","Star Reading",57,"At/Above Benchmark",71,"Female","0","1","0"
"682","7","2023-2024","Star Reading",52,"At/Above Benchmark",94,"Male","0","0","0"
"683","7","2023-2024","Star Reading",80,"At/Above Benchmark",71,"Male","0","1","0"
"684","7","2023-2024","Star Reading",79,"At/Above Benchmark",50,"Male","0","0","0"
"685","7","2023-2024","Star Reading",56,"At/Above Benchmark",25,"Male","0","0","1"
"686","7","2023-2024","Star Reading",1,"Urgent Intervention",93,"Male","1","0","1"
"687","7","2023-2024","Star Reading",49,"At/Above Benchmark",5,"Female","0","0","1"
"688","7","2023-2024","Star Reading",55,"At/Above Benchmark",27,"Female","0","0","1"
"689","7","2023-2024","Star Reading",21,"Intervention",38,"Male","1","0","0"
"690","7","2023-2024","Star Reading",85,"At/Above Benchmark",75,"Male","0","0","0"
"691","7","2023-2024","Star Reading",66,"At/Above Benchmark",67,"Male","0","1","0"
"692","7","2023-2024","Star Reading",17,"Intervention",56,"Female","1","0","0"
"693","7","2023-2024","Star Reading",75,"At/Above Benchmark",66,"Male","0","0","0"
"694","7","2023-2024","Star Reading",44,"At/Above Benchmark",75,"Female","0","0","0"
"695","7","2023-2024","Star Reading",14,"Intervention",66,"Male","0","0","0"
"696","7","2023-2024","Star Reading",16,"Intervention",13,"Male","1","0","0"
"697","7","2023-2024","Star Reading",13,"Intervention",69,"Male","1","0","0"
"698","7","2023-2024","Star Reading",34,"On Watch",35,"Male","0","0","1"
"699","7","2023-2024","Star Reading",9,"Urgent Intervention",97,"Male","0","0","0"
"700","7","2023-2024","Star Reading",19,"Intervention",44,"Male","0","1","0"
"701","7","2023-2024","Star Reading",76,"At/Above Benchmark",29,"Male","0","0","0"
